Unnamed: 0,dataset,branchID_True,EBG_Support,in_true
18624,7341,tax7,54.0,0
18626,7341,tax7,51.0,0
18627,6735,tax9,1.0,0
18629,6735,tax9,82.0,0
18631,6735,tax9,30.0,0
18632,6735,tax9,51.0,0
18636,6735,tax9,60.0,0
18644,1859,tax4,58.0,0
18647,1859,tax4,43.0,0
18651,1820,tax18,1.0,0
18652,1820,tax18,79.0,0
18654,1820,tax18,47.0,0
18657,1820,tax18,63.0,0
18661,1820,tax18,23.0,0
18662,1820,tax18,56.0,0
18665,1820,tax18,0.0,0
18667,1820,tax18,80.0,0
18670,1820,tax18,91.0,0
18677,1820,tax18,59.0,0
18678,1820,tax18,54.0,0
18685,1820,tax18,67.0,0
18687,1820,tax18,85.0,0
18694,1820,tax18,35.0,0
18699,1820,tax18,100.0,0
18703,1820,tax18,91.0,0
18707,2356,tax4,1.0,0
18708,2356,tax4,71.0,0
18714,952,tax16,97.0,0
18716,952,tax16,64.0,0
18719,952,tax16,97.0,0
18721,952,tax16,77.0,0
18724,952,tax16,45.0,0
18727,952,tax16,70.0,0
18741,952,tax16,95.0,0
18745,952,tax16,79.0,0
18746,952,tax16,40.0,0
18750,952,tax16,45.0,0
18758,4323,tax21,1.0,0
18760,4323,tax21,98.0,0
18761,4323,tax21,87.0,0
18762,4323,tax21,98.0,0
18764,4323,tax21,55.0,0
18765,4323,tax21,60.0,0
18766,4323,tax21,46.0,0
18767,4323,tax21,56.0,0
18768,4323,tax21,68.0,0
18770,4323,tax21,85.0,0
18773,4323,tax21,62.0,0
18774,4323,tax21,38.0,0
18775,4323,tax21,59.0,0
18776,4323,tax21,78.0,0
18778,4323,tax21,91.0,0
18779,4323,tax21,59.0,0
18780,425,tax44,1.0,0
18782,425,tax44,15.0,0
18783,425,tax44,4.0,0
18784,425,tax44,9.0,0
18785,425,tax44,25.0,0
18786,425,tax44,3.0,0
18787,425,tax44,38.0,0
18788,425,tax44,31.0,0
18792,425,tax44,15.0,0
18794,425,tax44,17.0,0
18795,425,tax44,11.0,0
18796,425,tax44,27.0,0
18798,425,tax44,52.0,0
18801,425,tax44,16.0,0
18803,425,tax44,56.0,0
18804,425,tax44,46.0,0
18808,425,tax44,36.0,0
18810,425,tax44,39.0,0
18812,425,tax44,11.0,0
18813,425,tax44,27.0,0
18815,425,tax44,0.0,0
18816,425,tax44,0.0,0
18818,425,tax44,15.0,0
18819,425,tax44,2.0,0
18823,425,tax44,55.0,0
18824,425,tax44,14.0,0
18827,425,tax44,22.0,0
18831,425,tax44,23.0,0
18840,425,tax44,88.0,0
18842,425,tax44,62.0,0
18844,2072,tax4,1.0,0
18845,2072,tax4,98.0,0
18848,2072,tax4,80.0,0
18849,2072,tax4,97.0,0
18850,2072,tax4,92.0,0
18853,313,tax6,1.0,0
18855,313,tax6,77.0,0
18858,313,tax6,77.0,0
18866,7292,tax14,96.0,0
18870,7292,tax14,86.0,0
18875,7292,tax14,89.0,0
18880,6784,tax4,1.0,0
18882,6784,tax4,46.0,0
18884,7220,tax12,1.0,0
18885,7220,tax12,29.0,0
18886,7220,tax12,21.0,0
18887,7220,tax12,61.0,0
18888,7220,tax12,21.0,0
18891,7220,tax12,7.0,0
18900,7609,tax18,1.0,0
18901,7609,tax18,77.0,0
18904,7609,tax18,35.0,0
18909,7609,tax18,74.0,0
18914,7609,tax18,64.0,0
18918,7609,tax18,47.0,0
18920,7609,tax18,70.0,0
18923,7609,tax18,1.0,0
18925,7609,tax18,79.0,0
18928,7609,tax18,1.0,0
18935,2428,tax14,1.0,0
18936,2428,tax14,92.0,0
18958,3361,tax11,1.0,0
18959,3361,tax11,99.0,0
18961,3361,tax11,94.0,0
18963,3361,tax11,94.0,0
18964,3361,tax11,99.0,0
18966,3361,tax11,98.0,0
18967,3361,tax11,52.0,0
18971,1255,tax22,70.0,0
18975,1255,tax22,54.0,0
18982,1255,tax22,71.0,0
18985,1255,tax22,92.0,0
18986,1255,tax22,60.0,0
18987,1255,tax22,27.0,0
18988,1255,tax22,29.0,0
18989,1255,tax22,29.0,0
18990,1255,tax22,31.0,0
18994,1255,tax22,52.0,0
19002,246,tax10,1.0,0
19004,246,tax10,64.0,0
19006,246,tax10,9.0,0
19007,246,tax10,33.0,0
19009,246,tax10,29.0,0
19011,246,tax10,37.0,0
19023,726,tax14,1.0,0
19024,726,tax14,79.0,0
19028,726,tax14,62.0,0
19033,726,tax14,40.0,0
19037,726,tax14,97.0,0
19040,3162,tax9,1.0,0
19041,3162,tax9,98.0,0
19044,3162,tax9,88.0,0
19045,3162,tax9,49.0,0
19046,3162,tax9,64.0,0
19047,3162,tax9,40.0,0
19052,144,tax7,99.0,0
19053,144,tax7,97.0,0
19055,144,tax7,99.0,0
19058,2152,tax57,1.0,0
19059,2152,tax57,13.0,0
19061,2152,tax57,65.0,0
19066,2152,tax57,60.0,0
19077,2152,tax57,39.0,0
19084,2152,tax57,39.0,0
19088,2152,tax57,7.0,0
19093,2152,tax57,30.0,0
19104,2152,tax57,98.0,0
19108,2152,tax57,70.0,0
19124,91,tax13,1.0,0
19125,91,tax13,11.0,0
19126,91,tax13,34.0,0
19127,91,tax13,28.0,0
19130,91,tax13,79.0,0
19131,91,tax13,44.0,0
19135,91,tax13,45.0,0
19139,91,tax13,16.0,0
19140,91,tax13,13.0,0
19141,1026,tax17,1.0,0
19143,1026,tax17,65.0,0
19145,1026,tax17,72.0,0
19171,1026,tax17,88.0,0
19178,1026,tax17,46.0,0
19190,2177,tax41,1.0,0
19192,2177,tax41,18.0,0
19196,2177,tax41,18.0,0
19202,2177,tax41,51.0,0
19209,2177,tax41,45.0,0
19220,2177,tax41,52.0,0
19224,2177,tax41,99.0,0
19227,2177,tax41,29.0,0
19229,2177,tax41,47.0,0
19236,2177,tax41,36.0,0
19238,2177,tax41,35.0,0
19242,6774,tax22,1.0,0
19244,6774,tax22,100.0,0
19245,6774,tax22,87.0,0
19246,6774,tax22,85.0,0
19248,6774,tax22,100.0,0
19251,6774,tax22,77.0,0
19255,6774,tax22,96.0,0
19258,6774,tax22,91.0,0
19260,6774,tax22,99.0,0
19264,6774,tax22,47.0,0
19279,4442,tax15,1.0,0
19280,4442,tax15,35.0,0
19284,4442,tax15,46.0,0
19292,4442,tax15,45.0,0
19299,4442,tax15,45.0,0
19302,4442,tax15,59.0,0
19314,819,tax6,1.0,0
19315,819,tax6,36.0,0
19318,819,tax6,32.0,0
19320,3771,tax6,1.0,0
19321,3771,tax6,42.0,0
19322,3771,tax6,64.0,0
19323,3771,tax6,63.0,0
19325,4715,tax4,1.0,0
19326,4715,tax4,87.0,0
19328,2883,tax8,1.0,0
19329,2883,tax8,67.0,0
19330,2883,tax8,94.0,0
19332,2883,tax8,64.0,0
19335,2883,tax8,95.0,0
19338,2883,tax8,94.0,0
19341,2883,tax8,71.0,0
19343,2883,tax8,97.0,0
19346,1155,tax11,1.0,0
19347,1155,tax11,17.0,0
19348,1155,tax11,15.0,0
19349,1155,tax11,22.0,0
19350,1155,tax11,32.0,0
19353,1155,tax11,21.0,0
19354,1155,tax11,73.0,0
19358,1155,tax11,16.0,0
19364,1155,tax11,11.0,0
19368,1155,tax11,16.0,0
19393,5093,tax6,1.0,0
19395,5093,tax6,98.0,0
19397,5093,tax6,56.0,0
19398,6686,tax6,1.0,0
19399,6686,tax6,43.0,0
19401,6686,tax6,70.0,0
19402,6686,tax6,67.0,0
19403,6686,tax6,90.0,0
19408,5777,tax14,1.0,0
19409,5777,tax14,73.0,0
19410,5777,tax14,98.0,0
19413,5777,tax14,55.0,0
19416,5777,tax14,67.0,0
19417,5777,tax14,88.0,0
19423,3081,tax5,94.0,0
19424,3081,tax5,88.0,0
19426,3081,tax5,92.0,0
19428,3081,tax5,87.0,0
19429,3081,tax5,99.0,0
19430,5678,tax8,1.0,0
19431,5678,tax8,67.0,0
19432,5678,tax8,100.0,0
19434,5678,tax8,91.0,0
19436,5678,tax8,51.0,0
19437,1315,tax11,1.0,0
19439,1315,tax11,40.0,0
19461,5717,tax5,1.0,0
19463,5717,tax5,88.0,0
19464,5717,tax5,91.0,0
19465,5717,tax5,57.0,0
19477,2278,tax11,1.0,0
19479,2278,tax11,79.0,0
19480,2278,tax11,84.0,0
19482,2278,tax11,95.0,0
19490,1898,tax43,1.0,0
19491,1898,tax43,15.0,0
19492,1898,tax43,25.0,0
19493,1898,tax43,58.0,0
19494,1898,tax43,62.0,0
19495,1898,tax43,10.0,0
19496,1898,tax43,61.0,0
19498,1898,tax43,13.0,0
19500,1898,tax43,97.0,0
19503,1898,tax43,49.0,0
19505,1898,tax43,68.0,0
19508,1898,tax43,39.0,0
19528,1898,tax43,54.0,0
19529,1898,tax43,29.0,0
19535,4079,tax6,1.0,0
19536,4079,tax6,98.0,0
19537,4079,tax6,43.0,0
19540,1300,tax38,1.0,0
19542,1300,tax38,0.0,0
19543,1300,tax38,15.0,0
19544,1300,tax38,70.0,0
19545,1300,tax38,11.0,0
19546,1300,tax38,4.0,0
19548,1300,tax38,61.0,0
19550,1300,tax38,24.0,0
19551,1300,tax38,30.0,0
19557,1300,tax38,27.0,0
19558,1300,tax38,29.0,0
19563,1300,tax38,56.0,0
19570,1300,tax38,9.0,0
19571,1300,tax38,2.0,0
19575,1300,tax38,1.0,0
19576,1300,tax38,3.0,0
19580,1300,tax38,9.0,0
19581,1300,tax38,21.0,0
19586,1300,tax38,2.0,0
19588,1300,tax38,19.0,0
19593,1300,tax38,68.0,0
19594,1300,tax38,3.0,0
19600,1300,tax38,36.0,0
19607,1300,tax38,34.0,0
19618,1300,tax38,31.0,0
19621,1300,tax38,1.0,0
19632,1300,tax38,7.0,0
19642,1300,tax38,8.0,0
19648,1300,tax38,94.0,0
19651,1300,tax38,7.0,0
19654,1300,tax38,54.0,0
19657,1300,tax38,85.0,0
19658,1300,tax38,19.0,0
19659,1300,tax38,7.0,0
19665,1300,tax38,66.0,0
19666,1300,tax38,7.0,0
19667,1300,tax38,25.0,0
19672,1300,tax38,1.0,0
19692,2235,tax7,1.0,0
19693,2235,tax7,2.0,0
19694,2235,tax7,27.0,0
19695,2235,tax7,21.0,0
19696,2235,tax7,69.0,0
19697,2235,tax7,42.0,0
19701,5547,tax8,96.0,0
19703,5547,tax8,95.0,0
19714,1297,tax10,1.0,0
19715,1297,tax10,41.0,0
19716,1297,tax10,99.0,0
19717,1297,tax10,99.0,0
19722,1297,tax10,60.0,0
19724,1297,tax10,53.0,0
19730,3198,tax27,80.0,0
19731,3198,tax27,91.0,0
19733,3198,tax27,98.0,0
19735,3198,tax27,58.0,0
19739,3198,tax27,96.0,0
19748,3198,tax27,75.0,0
19757,3198,tax27,98.0,0
19758,3198,tax27,99.0,0
19768,3198,tax27,46.0,0
19769,3198,tax27,41.0,0
19781,3834,tax30,1.0,0
19782,3834,tax30,91.0,0
19783,3834,tax30,96.0,0
19784,3834,tax30,91.0,0
19785,3834,tax30,96.0,0
19786,3834,tax30,92.0,0
19789,3834,tax30,14.0,0
19792,3834,tax30,98.0,0
19793,3834,tax30,13.0,0
19795,3834,tax30,27.0,0
19796,3834,tax30,44.0,0
19799,3834,tax30,24.0,0
19800,3834,tax30,44.0,0
19804,3834,tax30,97.0,0
19807,3834,tax30,59.0,0
19808,3834,tax30,80.0,0
19809,3834,tax30,37.0,0
19810,3834,tax30,98.0,0
19812,3834,tax30,42.0,0
19813,3800,tax14,1.0,0
19814,3800,tax14,54.0,0
19815,3800,tax14,64.0,0
19816,3800,tax14,82.0,0
19817,3800,tax14,47.0,0
19818,3800,tax14,31.0,0
19820,3800,tax14,46.0,0
19822,3800,tax14,68.0,0
19823,3800,tax14,78.0,0
19825,3800,tax14,91.0,0
19830,223,tax17,90.0,0
19831,223,tax17,100.0,0
19835,223,tax17,40.0,0
19836,223,tax17,40.0,0
19837,223,tax17,98.0,0
19843,223,tax17,84.0,0
19844,223,tax17,52.0,0
19851,223,tax17,87.0,0
19852,223,tax17,72.0,0
19853,854,tax44,1.0,0
19856,854,tax44,34.0,0
19860,854,tax44,13.0,0
19861,854,tax44,26.0,0
19867,854,tax44,94.0,0
19869,854,tax44,27.0,0
19870,854,tax44,12.0,0
19876,854,tax44,31.0,0
19879,854,tax44,31.0,0
19880,854,tax44,23.0,0
19885,854,tax44,19.0,0
19889,854,tax44,9.0,0
19895,854,tax44,30.0,0
19898,854,tax44,38.0,0
19899,1328,tax23,1.0,0
19901,1328,tax23,94.0,0
19903,1328,tax23,96.0,0
19904,1328,tax23,66.0,0
19908,1328,tax23,62.0,0
19909,1328,tax23,27.0,0
19910,1328,tax23,11.0,0
19914,1328,tax23,33.0,0
19916,1328,tax23,98.0,0
19918,1328,tax23,48.0,0
19921,1328,tax23,25.0,0
19927,1328,tax23,42.0,0
19929,1328,tax23,33.0,0
19934,2951,tax6,1.0,0
19936,2951,tax6,66.0,0
19939,2951,tax6,72.0,0
19947,1732,tax13,64.0,0
19948,1732,tax13,37.0,0
19951,1732,tax13,95.0,0
19952,1732,tax13,71.0,0
19954,1732,tax13,99.0,0
19956,1732,tax13,48.0,0
19958,1443,tax13,1.0,0
19960,1443,tax13,67.0,0
19961,1443,tax13,78.0,0
19964,1443,tax13,87.0,0
19967,1443,tax13,100.0,0
19969,1443,tax13,99.0,0
19972,1443,tax13,93.0,0
19974,3343,tax8,1.0,0
19976,3343,tax8,99.0,0
19978,3343,tax8,31.0,0
19982,7238,tax24,1.0,0
19983,7238,tax24,51.0,0
19984,7238,tax24,27.0,0
19985,7238,tax24,0.0,0
19986,7238,tax24,0.0,0
19989,7238,tax24,5.0,0
19990,7238,tax24,0.0,0
19997,7238,tax24,0.0,0
20001,7238,tax24,18.0,0
20002,7238,tax24,0.0,0
20003,7238,tax24,0.0,0
20004,7238,tax24,42.0,0
20005,7238,tax24,0.0,0
20006,7238,tax24,48.0,0
20007,7238,tax24,10.0,0
20008,7238,tax24,0.0,0
20009,7238,tax24,60.0,0
20012,7238,tax24,30.0,0
20013,7238,tax24,0.0,0
20015,7238,tax24,38.0,0
20016,7238,tax24,0.0,0
20017,7238,tax24,53.0,0
20019,7238,tax24,74.0,0
20020,7238,tax24,0.0,0
20021,7238,tax24,29.0,0
20027,7361,tax10,1.0,0
20029,7361,tax10,35.0,0
20030,7361,tax10,85.0,0
20056,2973,tax5,1.0,0
20058,2973,tax5,93.0,0
20060,2973,tax5,99.0,0
20062,4528,tax20,1.0,0
20063,4528,tax20,57.0,0
20065,4528,tax20,96.0,0
20067,4528,tax20,94.0,0
20069,4528,tax20,87.0,0
20070,4528,tax20,87.0,0
20072,4528,tax20,73.0,0
20075,4528,tax20,68.0,0
20079,4528,tax20,98.0,0
20086,3551,tax17,55.0,0
20088,3551,tax17,49.0,0
20090,3551,tax17,50.0,0
20092,3551,tax17,97.0,0
20093,3551,tax17,98.0,0
20099,3516,tax6,1.0,0
20101,3516,tax6,89.0,0
20102,3516,tax6,99.0,0
20103,3516,tax6,68.0,0
20106,4699,tax13,1.0,0
20108,4699,tax13,56.0,0
20109,4699,tax13,84.0,0
20112,4699,tax13,40.0,0
20113,4699,tax13,98.0,0
20115,4699,tax13,38.0,0
20118,2728,tax14,1.0,0
20120,2728,tax14,27.0,0
20123,2728,tax14,23.0,0
20126,2728,tax14,37.0,0
20127,2728,tax14,63.0,0
20129,2728,tax14,78.0,0
20132,332,tax6,1.0,0
20133,332,tax6,100.0,0
20136,332,tax6,45.0,0
20138,332,tax6,53.0,0
20142,6940,tax9,71.0,0
20143,6940,tax9,81.0,0
20144,6940,tax9,44.0,0
20146,6940,tax9,31.0,0
20148,6940,tax9,38.0,0
20150,6606,tax10,1.0,0
20151,6606,tax10,85.0,0
20154,6606,tax10,58.0,0
20159,6606,tax10,60.0,0
20160,6606,tax10,73.0,0
20161,6122,tax4,1.0,0
20162,6122,tax4,93.0,0
20164,6122,tax4,95.0,0
20166,4416,tax7,1.0,0
20167,4416,tax7,96.0,0
20175,1291,tax46,40.0,0
20177,1291,tax46,70.0,0
20179,1291,tax46,100.0,0
20181,1291,tax46,75.0,0
20183,1291,tax46,28.0,0
20185,1291,tax46,70.0,0
20189,1291,tax46,84.0,0
20196,1291,tax46,97.0,0
20207,1291,tax46,34.0,0
20210,1291,tax46,51.0,0
20213,1291,tax46,36.0,0
20215,1291,tax46,55.0,0
20222,2376,tax5,1.0,0
20223,2376,tax5,97.0,0
20224,2376,tax5,92.0,0
20229,982,tax19,84.0,0
20231,982,tax19,44.0,0
20232,982,tax19,79.0,0
20233,982,tax19,40.0,0
20235,982,tax19,64.0,0
20236,982,tax19,57.0,0
20237,982,tax19,44.0,0
20239,982,tax19,59.0,0
20244,982,tax19,86.0,0
20245,982,tax19,25.0,0
20253,1063,tax34,56.0,0
20256,1063,tax34,42.0,0
20259,1063,tax34,24.0,0
20262,1063,tax34,10.0,0
20263,1063,tax34,87.0,0
20268,1063,tax34,21.0,0
20269,1063,tax34,43.0,0
20274,1063,tax34,99.0,0
20275,1063,tax34,5.0,0
20279,1063,tax34,38.0,0
20281,1063,tax34,68.0,0
20286,1063,tax34,34.0,0
20288,1063,tax34,75.0,0
20292,1063,tax34,64.0,0
20294,1063,tax34,36.0,0
20297,1063,tax34,82.0,0
20300,1063,tax34,91.0,0
20301,1063,tax34,74.0,0
20302,1063,tax34,66.0,0
20304,1063,tax34,27.0,0
20306,1063,tax34,66.0,0
20307,1063,tax34,66.0,0
20312,1063,tax34,66.0,0
20316,1063,tax34,64.0,0
20321,1063,tax34,62.0,0
20326,1063,tax34,53.0,0
20333,1063,tax34,93.0,0
20345,4439,tax3,1.0,0
20346,4439,tax3,99.0,0
20347,4439,tax3,43.0,0
20350,5122,tax5,1.0,0
20352,5122,tax5,99.0,0
20353,5122,tax5,81.0,0
20360,1722,tax15,1.0,0
20361,1722,tax15,11.0,0
20362,1722,tax15,19.0,0
20363,1722,tax15,32.0,0
20364,1722,tax15,11.0,0
20367,1722,tax15,1.0,0
20368,1722,tax15,96.0,0
20371,1722,tax15,14.0,0
20374,7660,tax10,1.0,0
20375,7660,tax10,36.0,0
20376,7660,tax10,66.0,0
20379,7660,tax10,70.0,0
20382,7660,tax10,69.0,0
20387,7660,tax10,58.0,0
20391,1034,tax11,1.0,0
20392,1034,tax11,99.0,0
20394,1034,tax11,33.0,0
20395,1034,tax11,99.0,0
20396,1034,tax11,69.0,0
20397,1034,tax11,61.0,0
20398,1034,tax11,99.0,0
20401,1034,tax11,76.0,0
20402,1714,tax17,1.0,0
20403,1714,tax17,81.0,0
20405,1714,tax17,95.0,0
20418,944,tax4,1.0,0
20419,944,tax4,73.0,0
20420,944,tax4,34.0,0
20421,944,tax4,99.0,0
20422,944,tax4,96.0,0
20423,2075,tax18,1.0,0
20424,2075,tax18,61.0,0
20427,2075,tax18,33.0,0
20429,2075,tax18,35.0,0
20430,2075,tax18,24.0,0
20431,2075,tax18,50.0,0
20433,2075,tax18,32.0,0
20434,2075,tax18,46.0,0
20454,4548,tax4,1.0,0
20455,4548,tax4,88.0,0
20459,3156,tax5,79.0,0
20460,3156,tax5,83.0,0
20463,3156,tax5,96.0,0
20464,3156,tax5,52.0,0
20467,3699,tax42,1.0,0
20468,3699,tax42,88.0,0
20470,3699,tax42,52.0,0
20471,3699,tax42,69.0,0
20474,3699,tax42,41.0,0
20475,3699,tax42,55.0,0
20479,3699,tax42,87.0,0
20483,3699,tax42,100.0,0
20487,3699,tax42,47.0,0
20491,3699,tax42,54.0,0
20494,3699,tax42,69.0,0
20495,3699,tax42,27.0,0
20497,3699,tax42,26.0,0
20498,3699,tax42,47.0,0
20499,3699,tax42,26.0,0
20505,3699,tax42,11.0,0
20515,7441,tax4,1.0,0
20516,7441,tax4,99.0,0
20518,7441,tax4,93.0,0
20519,3883,tax34,1.0,0
20521,3883,tax34,48.0,0
20524,3883,tax34,43.0,0
20528,3883,tax34,99.0,0
20532,3883,tax34,71.0,0
20536,3883,tax34,50.0,0
20537,3883,tax34,54.0,0
20538,3883,tax34,37.0,0
20539,3883,tax34,48.0,0
20540,3883,tax34,45.0,0
20542,3883,tax34,93.0,0
20544,3883,tax34,53.0,0
20546,3883,tax34,57.0,0
20548,3883,tax34,54.0,0
20551,3883,tax34,95.0,0
20555,1013,tax24,59.0,0
20556,1013,tax24,99.0,0
20558,1013,tax24,36.0,0
20560,1013,tax24,64.0,0
20561,1013,tax24,38.0,0
20562,1013,tax24,32.0,0
20564,1013,tax24,67.0,0
20571,1013,tax24,93.0,0
20572,1013,tax24,52.0,0
20576,56,tax40,1.0,0
20577,56,tax40,49.0,0
20580,56,tax40,11.0,0
20583,56,tax40,5.0,0
20584,56,tax40,4.0,0
20585,56,tax40,0.0,0
20587,56,tax40,35.0,0
20588,56,tax40,13.0,0
20592,56,tax40,4.0,0
20593,56,tax40,6.0,0
20594,56,tax40,37.0,0
20598,56,tax40,44.0,0
20599,56,tax40,42.0,0
20600,56,tax40,26.0,0
20602,56,tax40,71.0,0
20605,56,tax40,5.0,0
20608,56,tax40,22.0,0
20610,56,tax40,15.0,0
20613,56,tax40,22.0,0
20614,56,tax40,39.0,0
20616,56,tax40,21.0,0
20618,56,tax40,50.0,0
20625,3954,tax8,97.0,0
20626,3954,tax8,97.0,0
20627,3954,tax8,61.0,0
20628,3954,tax8,70.0,0
20629,3954,tax8,61.0,0
20630,3954,tax8,49.0,0
20635,3954,tax8,69.0,0
20637,3954,tax8,24.0,0
20642,4327,tax3,1.0,0
20643,4327,tax3,95.0,0
20656,6132,tax4,1.0,0
20657,6132,tax4,68.0,0
20658,6132,tax4,66.0,0
20659,1141,tax5,1.0,0
20660,1141,tax5,77.0,0
20661,1141,tax5,58.0,0
20666,1167,tax30,30.0,0
20670,1167,tax30,18.0,0
20671,1167,tax30,71.0,0
20672,1167,tax30,100.0,0
20675,1167,tax30,15.0,0
20676,1167,tax30,100.0,0
20677,1167,tax30,48.0,0
20682,1167,tax30,60.0,0
20689,1167,tax30,62.0,0
20692,1167,tax30,81.0,0
20698,1167,tax30,99.0,0
20700,1167,tax30,48.0,0
20707,1167,tax30,80.0,0
20711,1167,tax30,97.0,0
20714,1167,tax30,73.0,0
20721,2295,tax9,1.0,0
20722,2295,tax9,88.0,0
20723,2295,tax9,73.0,0
20724,2295,tax9,47.0,0
20726,2295,tax9,95.0,0
20727,2295,tax9,80.0,0
20733,1298,tax10,90.0,0
20734,1298,tax10,80.0,0
20735,1298,tax10,80.0,0
20736,1298,tax10,97.0,0
20737,1298,tax10,99.0,0
20744,5321,tax33,1.0,0
20745,5321,tax33,21.0,0
20746,5321,tax33,62.0,0
20747,5321,tax33,13.0,0
20748,5321,tax33,25.0,0
20750,5321,tax33,5.0,0
20752,5321,tax33,29.0,0
20753,5321,tax33,58.0,0
20756,5321,tax33,57.0,0
20757,5321,tax33,33.0,0
20758,5321,tax33,46.0,0
20760,5321,tax33,57.0,0
20761,5321,tax33,58.0,0
20763,5321,tax33,29.0,0
20764,5321,tax33,97.0,0
20766,5321,tax33,96.0,0
20767,5321,tax33,89.0,0
20768,5321,tax33,42.0,0
20769,5321,tax33,15.0,0
20771,5321,tax33,81.0,0
20773,5321,tax33,7.0,0
20776,2674,tax4,1.0,0
20777,2674,tax4,66.0,0
20779,2674,tax4,94.0,0
20780,2674,tax4,34.0,0
20781,2674,tax4,91.0,0
20788,7173,tax5,1.0,0
20789,7173,tax5,97.0,0
20790,7173,tax5,58.0,0
20791,7173,tax5,98.0,0
20792,7173,tax5,70.0,0
20798,2398,tax5,1.0,0
20799,2398,tax5,41.0,0
20802,3071,tax11,1.0,0
20804,3071,tax11,74.0,0
20806,3071,tax11,54.0,0
20807,3071,tax11,32.0,0
20808,3071,tax11,99.0,0
20809,3071,tax11,31.0,0
20826,628,tax14,93.0,0
20828,628,tax14,99.0,0
20832,628,tax14,79.0,0
20833,628,tax14,75.0,0
20837,7614,tax5,1.0,0
20838,7614,tax5,91.0,0
20839,7614,tax5,94.0,0
20842,6214,tax61,1.0,0
20843,6214,tax61,20.0,0
20844,6214,tax61,22.0,0
20845,6214,tax61,29.0,0
20847,6214,tax61,22.0,0
20848,6214,tax61,34.0,0
20851,6214,tax61,48.0,0
20854,6214,tax61,45.0,0
20856,6214,tax61,47.0,0
20857,6214,tax61,42.0,0
20859,6214,tax61,28.0,0
20860,6214,tax61,26.0,0
20864,6214,tax61,24.0,0
20869,6214,tax61,2.0,0
20875,6214,tax61,9.0,0
20880,6214,tax61,99.0,0
20882,6214,tax61,2.0,0
20886,6214,tax61,53.0,0
20888,6214,tax61,38.0,0
20889,6214,tax61,13.0,0
20893,6214,tax61,8.0,0
20897,6214,tax61,17.0,0
20900,6214,tax61,24.0,0
20907,772,tax35,1.0,0
20908,772,tax35,4.0,0
20909,772,tax35,49.0,0
20910,772,tax35,41.0,0
20911,772,tax35,4.0,0
20912,772,tax35,0.0,0
20914,772,tax35,31.0,0
20916,772,tax35,24.0,0
20918,772,tax35,4.0,0
20924,772,tax35,41.0,0
20926,772,tax35,12.0,0
20927,772,tax35,4.0,0
20931,772,tax35,99.0,0
20936,772,tax35,49.0,0
20940,772,tax35,94.0,0
20941,772,tax35,40.0,0
20952,772,tax35,61.0,0
20964,7230,tax4,1.0,0
20965,7230,tax4,83.0,0
20967,7230,tax4,99.0,0
20968,7230,tax4,40.0,0
20969,6068,tax6,1.0,0
20970,6068,tax6,11.0,0
20971,6068,tax6,36.0,0
20972,6068,tax6,90.0,0
20992,5908,tax4,1.0,0
20993,5908,tax4,75.0,0
20994,5908,tax4,53.0,0
20999,6295,tax5,1.0,0
21000,6295,tax5,50.0,0
21004,5652,tax7,76.0,0
21006,5652,tax7,43.0,0
21007,5652,tax7,29.0,0
21008,5652,tax7,52.0,0
21014,1455,tax3,95.0,0
21015,1455,tax3,99.0,0
21022,374,tax47,35.0,0
21027,374,tax47,48.0,0
21033,374,tax47,51.0,0
21038,374,tax47,27.0,0
21044,374,tax47,62.0,0
21045,374,tax47,29.0,0
21051,374,tax47,97.0,0
21066,891,tax28,1.0,0
21067,891,tax28,97.0,0
21069,891,tax28,44.0,0
21070,891,tax28,40.0,0
21072,891,tax28,65.0,0
21074,891,tax28,37.0,0
21076,891,tax28,90.0,0
21081,891,tax28,63.0,0
21084,891,tax28,96.0,0
21108,737,tax36,1.0,0
21109,737,tax36,71.0,0
21110,737,tax36,39.0,0
21111,737,tax36,74.0,0
21113,737,tax36,26.0,0
21117,737,tax36,16.0,0
21122,737,tax36,58.0,0
21127,737,tax36,21.0,0
21133,737,tax36,14.0,0
21137,737,tax36,18.0,0
21140,737,tax36,90.0,0
21141,737,tax36,20.0,0
21143,6882,tax5,1.0,0
21144,6882,tax5,99.0,0
21148,4882,tax8,1.0,0
21149,4882,tax8,30.0,0
21150,4882,tax8,35.0,0
21152,4882,tax8,30.0,0
21154,4882,tax8,41.0,0
21161,6941,tax5,1.0,0
21162,6941,tax5,24.0,0
21163,6941,tax5,89.0,0
21165,6941,tax5,39.0,0
21166,6941,tax5,99.0,0
21167,6941,tax5,54.0,0
21177,587,tax6,99.0,0
21178,587,tax6,67.0,0
21203,2184,tax8,1.0,0
21204,2184,tax8,99.0,0
21206,2184,tax8,98.0,0
21209,2184,tax8,99.0,0
21213,2184,tax8,95.0,0
21214,1415,tax12,1.0,0
21216,1415,tax12,16.0,0
21225,3021,tax8,1.0,0
21226,3021,tax8,99.0,0
21227,3021,tax8,57.0,0
21228,3021,tax8,96.0,0
21232,1189,tax24,1.0,0
21234,1189,tax24,13.0,0
21238,1189,tax24,26.0,0
21241,1189,tax24,98.0,0
21244,1189,tax24,4.0,0
21248,1189,tax24,22.0,0
21250,1189,tax24,60.0,0
21251,1189,tax24,100.0,0
21252,1189,tax24,48.0,0
21255,1189,tax24,33.0,0
